Name,Mission Components,Mission Status,Location,Launch Time,Company,Status,Price,Liftoff Thrust kN,Payload to LEO kg,Payload to GTO kg,Stages,Strap-ons,Rocket Height m,Fairing Diameter m,Fairing Height m,Orbit,Payloads,Total Mass kg,year,Country,month,Region
Long March 6A,G60 Polar Group 02,Success,"LC-9A, Taiyuan Satellite Launch Center, China",2024-10-15 11:06:00+00:00,CASC,Active,,7230.0,5000.0,,2.0,4.0,50.0,4.2,5.7,Polar Orbit,18.0,,2024,China,October,Taiyuan Satellite Launch Center
Falcon 9 Block 5,Starlink Group 9-7,Success,"SLC-4E, Vandenberg SFB, California, USA",2024-10-15 08:21:00+00:00,SpaceX,Active,69.75,7607.0,22800.0,8300.0,2.0,0.0,70.0,5.2,13.0,Low Earth Orbit,20.0,,2024,USA,October,California
Falcon 9 Block 5,Starlink Group 10-10,Success,"SLC-40, Cape Canaveral SFS, Florida, USA",2024-10-15 06:10:00+00:00,SpaceX,Active,69.75,7607.0,22800.0,8300.0,2.0,0.0,70.0,5.2,13.0,Low Earth Orbit,23.0,,2024,USA,October,Florida
Falcon Heavy,Europa Clipper,Success,"LC-39A, Kennedy Space Center, Florida, USA",2024-10-14 16:06:00+00:00,SpaceX,Active,97.0,22819.0,63800.0,26700.0,2.0,2.0,70.0,5.2,13.0,Heliocentric Orbit,1.0,6065.0,2024,USA,October,Florida
Starship-Super Heavy Block 1,Starship Flight 5,Success,"Orbital Launch Pad A, Starbase, Texas, USA",2024-10-13 12:25:00+00:00,SpaceX,Retired,,74400.0,,,2.0,0.0,121.3,9.0,,Suborbital,,,2024,USA,October,Texas
Long March 3B/E,WHG-03,Success,"LC-2, Xichang Satellite Launch Center, China",2024-10-10 13:50:00+00:00,CASC,Active,29.15,5986.0,11500.0,5550.0,3.0,4.0,56.3,4.2,9.56,Geostationary Transfer Orbit,1.0,,2024,China,October,Xichang Satellite Launch Center
Falcon 9 Block 5,Hera,Success,"SLC-40, Cape Canaveral SFS, Florida, USA",2024-10-07 14:52:00+00:00,SpaceX,Active,69.75,7607.0,22800.0,8300.0,2.0,0.0,70.0,5.2,13.0,Heliocentric Orbit,1.0,1081.0,2024,USA,October,Florida
Vulcan VC2S,Certification Flight 2,Success,"SLC-41, Cape Canaveral SFS, Florida, USA",2024-10-04 11:25:00+00:00,ULA,Active,,8952.0,19000.0,8400.0,2.0,2.0,61.6,5.4,15.5,Heliocentric Orbit,,1500.0,2024,USA,October,Florida
Falcon 9 Block 5,SpaceX Crew-9,Success,"SLC-40, Cape Canaveral SFS, Florida, USA",2024-09-28 17:17:00+00:00,SpaceX,Active,69.75,7607.0,22800.0,8300.0,2.0,0.0,70.0,5.2,13.0,Low Earth Orbit,1.0,,2024,USA,September,Florida
Long March 2D,Shijian 19,Success,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",2024-09-27 10:30:00+00:00,CASC,Active,29.75,2962.0,3500.0,1200.0,2.0,0.0,40.77,3.35,7.82,Low Earth Orbit,1.0,,2024,China,September,Jiuquan Satellite Launch Center
H-IIA 202,IGS-Radar 8,Success,"LA-Y1, Tanegashima Space Center, Japan",2024-09-26 05:24:00+00:00,MHI,Active,90.0,,10000.0,4100.0,2.0,2.0,53.0,4.07,12.0,Sun-Synchronous Orbit,1.0,,2024,Japan,September,Tanegashima Space Center
Falcon 9 Block 5,Starlink Group 9-8,Success,"SLC-4E, Vandenberg SFB, California, USA",2024-09-25 04:01:00+00:00,SpaceX,Active,69.75,7607.0,22800.0,8300.0,2.0,0.0,70.0,5.2,13.0,Low Earth Orbit,20.0,,2024,USA,September,California
Kinetica 1,5 satellites,Success,"Site 130, Jiuquan Satellite Launch Center, China",2024-09-24 23:33:00+00:00,CAS Space,Active,,,2000.0,1500.0,4.0,0.0,31.0,3.35,,Sun-Synchronous Orbit,5.0,,2024,China,September,Jiuquan Satellite Launch Center
Jielong 3,8 satellites,Success,China,2024-09-24 02:31:00+00:00,Chinarocket,Active,,,1500.0,,4.0,0.0,31.0,3.35,,Sun-Synchronous Orbit,8.0,,2024,China,September,
Electron/Curie,Kinéis Killed The RadIoT Star,Success,"Rocket Lab LC-1A, Māhia Peninsula, New Zealand",2024-09-20 23:01:00+00:00,Rocket Lab,Active,7.5,224.0,320.0,,3.0,0.0,18.0,1.2,4.05,Low Earth Orbit,5.0,150.0,2024,New Zealand,September,Māhia Peninsula
Falcon 9 Block 5,Starlink Group 9-17,Success,"SLC-4E, Vandenberg SFB, California, USA",2024-09-20 13:50:00+00:00,SpaceX,Active,69.75,7607.0,22800.0,8300.0,2.0,0.0,70.0,5.2,13.0,Low Earth Orbit,20.0,,2024,USA,September,California
Kuaizhou 1A,Tianqi 29-32,Success,"Mobile Launcher Pad, Xichang Satellite Launch Center, China",2024-09-20 09:43:00+00:00,ExPace,Active,5.8,537.0,300.0,0.0,4.0,0.0,19.8,1.4,3.4,Low Earth Orbit,4.0,,2024,China,September,Xichang Satellite Launch Center
Long March 2D,Jilin-1 Wideband 02B-01 to 06,Success,"LC-9, Taiyuan Satellite Launch Center, China",2024-09-20 04:11:00+00:00,CASC,Active,29.75,2962.0,3500.0,1200.0,2.0,0.0,40.77,3.35,7.82,Sun-Synchronous Orbit,6.0,,2024,China,September,Taiyuan Satellite Launch Center
Long March 3B/YZ-1,Beidou-3 M25 & M27,Success,"LC-2, Xichang Satellite Launch Center, China",2024-09-19 01:14:00+00:00,CASC,Active,,5986.0,12000.0,5550.0,4.0,4.0,54.84,4.0,10.8,Medium Earth Orbit,2.0,4500.0,2024,China,September,Xichang Satellite Launch Center
Falcon 9 Block 5,Galileo FOC FM26 & FM32,Success,"SLC-40, Cape Canaveral SFS, Florida, USA",2024-09-17 22:50:00+00:00,SpaceX,Active,69.75,7607.0,22800.0,8300.0,2.0,0.0,70.0,5.2,13.0,Medium Earth Orbit,2.0,1603.0,2024,USA,September,Florida
Angara 1.2,Cosmos 2577 & 2578,Success,"Site 35/1, Plesetsk Cosmodrome, Russia",2024-09-17 07:01:00+00:00,VKS RF,Active,,1922.0,3800.0,0.0,2.0,0.0,42.7,3.0,2.9,Sun-Synchronous Orbit,2.0,,2024,Russia,September,Plesetsk Cosmodrome
Qaem 100,Chamran-1,Success,"Launch Platform, Shahrud Missile Test Site, Iran",2024-09-14 05:58:00+00:00,IRGC,Active,,,80.0,0.0,3.0,0.0,,,,Low Earth Orbit,1.0,60.0,2024,Iran,September,Shahrud Missile Test Site
Falcon 9 Block 5,Starlink Group 9-6,Success,"SLC-4E, Vandenberg SFB, California, USA",2024-09-13 01:45:00+00:00,SpaceX,Active,69.75,7607.0,22800.0,8300.0,2.0,0.0,70.0,5.2,13.0,Low Earth Orbit,21.0,,2024,USA,September,California
Falcon 9 Block 5,BlueBird Block 1 #1-5,Success,"SLC-40, Cape Canaveral SFS, Florida, USA",2024-09-12 08:52:00+00:00,SpaceX,Active,69.75,7607.0,22800.0,8300.0,2.0,0.0,70.0,5.2,13.0,Low Earth Orbit,5.0,7500.0,2024,USA,September,Florida
Soyuz 2.1a,Soyuz MS-26,Success,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",2024-09-11 16:23:00+00:00,Roscosmos,Active,17.42,4550.0,7500.0,0.0,3.0,4.0,51.38,4.11,15.59,Low Earth Orbit,1.0,7050.0,2024,Kazakhstan,September,Baikonur Cosmodrome
Falcon 9 Block 5,Polaris Dawn,Success,"LC-39A, Kennedy Space Center, Florida, USA",2024-09-10 09:23:00+00:00,SpaceX,Active,69.75,7607.0,22800.0,8300.0,2.0,0.0,70.0,5.2,13.0,Low Earth Orbit,1.0,,2024,USA,September,Florida
Falcon 9 Block 5,NROL-113,Success,"SLC-4E, Vandenberg SFB, California, USA",2024-09-06 03:20:00+00:00,SpaceX,Active,69.75,7607.0,22800.0,8300.0,2.0,0.0,70.0,5.2,13.0,Low Earth Orbit,21.0,,2024,USA,September,California
Long March 6,Geely Constellation Group 03,Success,"LC-16, Taiyuan Satellite Launch Center, China",2024-09-05 18:30:00+00:00,CASC,Active,19.0,1188.0,1080.0,0.0,3.0,0.0,29.24,2.6,6.145,Low Earth Orbit,10.0,,2024,China,September,Taiyuan Satellite Launch Center
Falcon 9 Block 5,Starlink Group 8-11,Success,"SLC-40, Cape Canaveral SFS, Florida, USA",2024-09-05 15:33:00+00:00,SpaceX,Active,69.75,7607.0,22800.0,8300.0,2.0,0.0,70.0,5.2,13.0,Low Earth Orbit,21.0,,2024,USA,September,Florida
Vega,Sentinel-2C,Success,"ELV, Guiana Space Centre, French Guiana, France",2024-09-05 01:50:00+00:00,Arianespace,Retired,37.0,2200.0,1436.0,,4.0,0.0,29.9,2.6,7.88,Sun-Synchronous Orbit,1.0,1143.0,2024,France,September,French Guiana
Long March 4B,Yaogan 43 Group 02,Success,"LC-3, Xichang Satellite Launch Center, China",2024-09-03 01:22:00+00:00,CASC,Active,64.68,2993.0,4200.0,1500.0,3.0,0.0,46.97,3.8,11.74,Low Earth Orbit,6.0,,2024,China,September,Xichang Satellite Launch Center
Falcon 9 Block 5,Starlink Group 9-5,Success,"SLC-4E, Vandenberg SFB, California, USA",2024-08-31 08:48:00+00:00,SpaceX,Active,69.75,7607.0,22800.0,8300.0,2.0,0.0,70.0,5.2,13.0,Low Earth Orbit,21.0,,2024,USA,August,California
Falcon 9 Block 5,Starlink Group 8-10,Success,"SLC-40, Cape Canaveral SFS, Florida, USA",2024-08-31 07:43:00+00:00,SpaceX,Active,69.75,7607.0,22800.0,8300.0,2.0,0.0,70.0,5.2,13.0,Low Earth Orbit,21.0,,2024,USA,August,Florida
New Shepard,NS-26,Success,"Launch Site One, West Texas, Texas, USA",2024-08-29 13:07:00+00:00,Blue Origin,Active,,490.0,0.0,0.0,2.0,0.0,18.0,,,Suborbital,,,2024,USA,August,Texas
Ceres 1S,How Far I’ll Go,Success,"Site 95A, Jiuquan Satellite Launch Center, China",2024-08-29 05:22:00+00:00,Galactic Energy,Active,4.38,588.0,400.0,0.0,4.0,0.0,19.0,1.4,2.5,Sun-Synchronous Orbit,6.0,,2024,China,August,Jiuquan Satellite Launch Center
Falcon 9 Block 5,Starlink Group 8-6,Success,"SLC-40, Cape Canaveral SFS, Florida, USA",2024-08-28 07:48:00+00:00,SpaceX,Active,69.75,7607.0,22800.0,8300.0,2.0,0.0,70.0,5.2,13.0,Low Earth Orbit,21.0,,2024,USA,August,Florida
Long March 7A,ChinaSat 4A,Success,"LC-201, Wenchang Space Launch Site, China",2024-08-22 12:25:00+00:00,CASC,Active,,7128.0,12000.0,7000.0,3.0,4.0,58.0,4.2,12.4,Geostationary Transfer Orbit,1.0,,2024,China,August,Wenchang Space Launch Site
Falcon 9 Block 5,Starlink Group 10-5,Success,"SLC-40, Cape Canaveral SFS, Florida, USA",2024-08-20 13:20:00+00:00,SpaceX,Active,69.75,7607.0,22800.0,8300.0,2.0,0.0,70.0,5.2,13.0,Low Earth Orbit,22.0,,2024,USA,August,Florida
Falcon 9 Block 5,Transporter 11,Success,"SLC-4E, Vandenberg SFB, California, USA",2024-08-16 18:56:00+00:00,SpaceX,Active,69.75,7607.0,22800.0,8300.0,2.0,0.0,70.0,5.2,13.0,Sun-Synchronous Orbit,116.0,,2024,USA,August,California
Long March 4B,Yaogan 43 Group 01,Success,"LC-3, Xichang Satellite Launch Center, China",2024-08-16 07:35:00+00:00,CASC,Active,64.68,2993.0,4200.0,1500.0,3.0,0.0,46.97,3.8,11.74,Low Earth Orbit,9.0,,2024,China,August,Xichang Satellite Launch Center
SSLV,EOS-08 & Space Rickshaw-0,Success,"First Launch Pad, Satish Dhawan Space Centre, India",2024-08-16 03:47:00+00:00,ISRO,Active,,,500.0,,4.0,0.0,34.0,2.0,,Low Earth Orbit,1.0,175.0,2024,India,August,Satish Dhawan Space Centre
Falcon 9 Block 5,WorldView Legion 3 & 4,Success,"SLC-40, Cape Canaveral SFS, Florida, USA",2024-08-15 13:00:00+00:00,SpaceX,Active,69.75,7607.0,22800.0,8300.0,2.0,0.0,70.0,5.2,13.0,Low Earth Orbit,2.0,1500.0,2024,USA,August,Florida
Soyuz 2.1a,Progress MS-28,Success,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",2024-08-15 03:20:00+00:00,Roscosmos,Active,17.42,4550.0,7500.0,0.0,3.0,4.0,51.38,4.11,15.59,Low Earth Orbit,1.0,7280.0,2024,Kazakhstan,August,Baikonur Cosmodrome
Falcon 9 Block 5,Starlink Group 10-7,Success,"LC-39A, Kennedy Space Center, Florida, USA",2024-08-12 10:37:00+00:00,SpaceX,Active,69.75,7607.0,22800.0,8300.0,2.0,0.0,70.0,5.2,13.0,Low Earth Orbit,23.0,,2024,USA,August,Florida
Falcon 9 Block 5,Arctic Satellite Broadband Mission (ASBM),Success,"SLC-4E, Vandenberg SFB, California, USA",2024-08-12 02:02:00+00:00,SpaceX,Active,69.75,7607.0,22800.0,8300.0,2.0,0.0,70.0,5.2,13.0,Molniya Orbit,2.0,7200.0,2024,USA,August,California
Electron/Curie,A Sky Full Of SARs,Success,"Rocket Lab LC-1B, Māhia Peninsula, New Zealand",2024-08-11 13:18:00+00:00,Rocket Lab,Active,7.5,224.0,320.0,,3.0,0.0,18.0,1.2,4.05,Low Earth Orbit,1.0,165.0,2024,New Zealand,August,Māhia Peninsula
Falcon 9 Block 5,Starlink Group 8-3,Success,"SLC-40, Cape Canaveral SFS, Florida, USA",2024-08-10 12:50:00+00:00,SpaceX,Active,69.75,7607.0,22800.0,8300.0,2.0,0.0,70.0,5.2,13.0,Low Earth Orbit,21.0,,2024,USA,August,Florida
Long March 6A,G60 Polar Group 01,Success,"LC-9A, Taiyuan Satellite Launch Center, China",2024-08-06 06:42:00+00:00,CASC,Active,,7230.0,5000.0,,2.0,4.0,50.0,4.2,5.7,Polar Orbit,18.0,,2024,China,August,Taiyuan Satellite Launch Center
Falcon 9 Block 5,CRS NG-21,Success,"SLC-40, Cape Canaveral SFS, Florida, USA",2024-08-04 15:02:00+00:00,SpaceX,Active,69.75,7607.0,22800.0,8300.0,2.0,0.0,70.0,5.2,13.0,Low Earth Orbit,1.0,,2024,USA,August,Florida
Falcon 9 Block 5,Starlink Group 11-1,Success,"SLC-4E, Vandenberg SFB, California, USA",2024-08-04 07:24:00+00:00,SpaceX,Active,69.75,7607.0,22800.0,8300.0,2.0,0.0,70.0,5.2,13.0,Low Earth Orbit,23.0,,2024,USA,August,California
Electron/Curie,"Owl For One, One For Owl",Success,"Rocket Lab LC-1B, Māhia Peninsula, New Zealand",2024-08-02 16:39:00+00:00,Rocket Lab,Active,7.5,224.0,320.0,,3.0,0.0,18.0,1.2,4.05,Low Earth Orbit,1.0,,2024,New Zealand,August,Māhia Peninsula
Falcon 9 Block 5,Starlink Group 10-6,Success,"LC-39A, Kennedy Space Center, Florida, USA",2024-08-02 05:01:00+00:00,SpaceX,Active,69.75,7607.0,22800.0,8300.0,2.0,0.0,70.0,5.2,13.0,Low Earth Orbit,23.0,,2024,USA,August,Florida
Long March 3B/E,WHG-02,Success,"LC-2, Xichang Satellite Launch Center, China",2024-08-01 13:14:00+00:00,CASC,Active,29.15,5986.0,11500.0,5550.0,3.0,4.0,56.3,4.2,9.56,Geostationary Transfer Orbit,1.0,,2024,China,August,Xichang Satellite Launch Center
Atlas V 551,USSF-51,Success,"SLC-41, Cape Canaveral SFS, Florida, USA",2024-07-30 10:45:00+00:00,ULA,Active,153.0,12141.0,18850.0,8900.0,2.0,5.0,62.2,5.4,26.5,,,,2024,USA,July,Florida
Falcon 9 Block 5,Starlink Group 9-4,Success,"SLC-4E, Vandenberg SFB, California, USA",2024-07-28 09:22:00+00:00,SpaceX,Active,69.75,7607.0,22800.0,8300.0,2.0,0.0,70.0,5.2,13.0,Low Earth Orbit,21.0,,2024,USA,July,California
Falcon 9 Block 5,Starlink Group 10-4,Success,"SLC-40, Cape Canaveral SFS, Florida, USA",2024-07-28 05:09:00+00:00,SpaceX,Active,69.75,7607.0,22800.0,8300.0,2.0,0.0,70.0,5.2,13.0,Low Earth Orbit,23.0,,2024,USA,July,Florida
Falcon 9 Block 5,Starlink Group 10-9,Success,"LC-39A, Kennedy Space Center, Florida, USA",2024-07-27 05:45:00+00:00,SpaceX,Active,69.75,7607.0,22800.0,8300.0,2.0,0.0,70.0,5.2,13.0,Low Earth Orbit,23.0,,2024,USA,July,Florida
Long March 4B,Gaofen-11 05,Success,"LC-9, Taiyuan Satellite Launch Center, China",2024-07-19 03:03:00+00:00,CASC,Active,64.68,2993.0,4200.0,1500.0,3.0,0.0,46.97,3.8,11.74,Sun-Synchronous Orbit,1.0,,2024,China,July,Taiyuan Satellite Launch Center
Falcon 9 Block 5,Starlink Group 9-3,Failure,"SLC-4E, Vandenberg SFB, California, USA",2024-07-12 02:35:00+00:00,SpaceX,Active,69.75,7607.0,22800.0,8300.0,2.0,0.0,70.0,5.2,13.0,Low Earth Orbit,20.0,,2024,USA,July,California
Hyperbola 1,Yunyao-1 15-17,Failure,"Site 95A, Jiuquan Satellite Launch Center, China",2024-07-10 23:40:00+00:00,iSpace,Active,,557.0,300.0,0.0,4.0,0.0,21.0,1.2,2.2,Sun-Synchronous Orbit,3.0,,2024,China,July,Jiuquan Satellite Launch Center
Ariane 62,ESA Rideshares - Demo Flight,Partial Failure,"ELA-4, Guiana Space Centre, French Guiana, France",2024-07-09 19:00:00+00:00,ESA,Active,88.0,8370.0,10350.0,4500.0,2.0,2.0,62.0,5.4,20.0,Low Earth Orbit,16.0,71.0,2024,France,July,French Guiana
Falcon 9 Block 5,Türksat 6A,Success,"SLC-40, Cape Canaveral SFS, Florida, USA",2024-07-08 23:30:00+00:00,SpaceX,Active,69.75,7607.0,22800.0,8300.0,2.0,0.0,70.0,5.2,13.0,Geostationary Transfer Orbit,1.0,4250.0,2024,USA,July,Florida
Long March 6A,Tianhui 5 Group 02,Success,"LC-9A, Taiyuan Satellite Launch Center, China",2024-07-04 22:49:00+00:00,CASC,Active,,7230.0,5000.0,,2.0,4.0,50.0,4.2,5.7,Sun-Synchronous Orbit,2.0,,2024,China,July,Taiyuan Satellite Launch Center
Alpha,Noise of Summer,Success,"SLC-2W, Vandenberg SFB, California, USA",2024-07-04 04:04:00+00:00,Firefly,Active,15.0,801.0,1030.0,,2.0,0.0,29.48,2.2,5.0,Sun-Synchronous Orbit,8.0,,2024,USA,July,California
Falcon 9 Block 5,Starlink Group 8-9,Success,"SLC-40, Cape Canaveral SFS, Florida, USA",2024-07-03 08:55:00+00:00,SpaceX,Active,69.75,7607.0,22800.0,8300.0,2.0,0.0,70.0,5.2,13.0,Low Earth Orbit,20.0,,2024,USA,July,Florida
H3-22S,ALOS-4,Success,"LA-Y2, Tanegashima Space Center, Japan",2024-07-01 03:06:00+00:00,MHI,Active,50.0,7542.0,,4000.0,2.0,2.0,63.0,5.27,10.4,Sun-Synchronous Orbit,1.0,2990.0,2024,Japan,July,Tanegashima Space Center
Long March 7A,ChinaSat 3A,Success,"LC-201, Wenchang Space Launch Site, China",2024-06-29 11:57:00+00:00,CASC,Active,,7128.0,12000.0,7000.0,3.0,4.0,58.0,4.2,12.4,Geostationary Transfer Orbit,1.0,,2024,China,June,Wenchang Space Launch Site
Falcon 9 Block 5,NROL-186,Success,"SLC-4E, Vandenberg SFB, California, USA",2024-06-29 03:14:00+00:00,SpaceX,Active,69.75,7607.0,22800.0,8300.0,2.0,0.0,70.0,5.2,13.0,Low Earth Orbit,21.0,,2024,USA,June,California
Falcon 9 Block 5,Starlink Group 10-3,Success,"SLC-40, Cape Canaveral SFS, Florida, USA",2024-06-27 11:14:00+00:00,SpaceX,Active,69.75,7607.0,22800.0,8300.0,2.0,0.0,70.0,5.2,13.0,Low Earth Orbit,23.0,,2024,USA,June,Florida
Falcon Heavy,GOES-U (GOES-19),Success,"LC-39A, Kennedy Space Center, Florida, USA",2024-06-25 21:26:00+00:00,SpaceX,Active,97.0,22819.0,63800.0,26700.0,2.0,2.0,70.0,5.2,13.0,Geostationary Transfer Orbit,1.0,5000.0,2024,USA,June,Florida
Falcon 9 Block 5,Starlink Group 9-2,Success,"SLC-4E, Vandenberg SFB, California, USA",2024-06-24 03:47:00+00:00,SpaceX,Active,69.75,7607.0,22800.0,8300.0,2.0,0.0,70.0,5.2,13.0,Low Earth Orbit,20.0,,2024,USA,June,California
Falcon 9 Block 5,Starlink Group 10-2,Success,"SLC-40, Cape Canaveral SFS, Florida, USA",2024-06-23 17:15:00+00:00,SpaceX,Active,69.75,7607.0,22800.0,8300.0,2.0,0.0,70.0,5.2,13.0,Low Earth Orbit,22.0,,2024,USA,June,Florida
Long March 2C,SVOM,Success,"LC-3, Xichang Satellite Launch Center, China",2024-06-22 07:00:00+00:00,CASC,Active,30.8,2962.0,2850.0,1000.0,2.0,0.0,42.0,3.35,8.37,Low Earth Orbit,1.0,930.0,2024,China,June,Xichang Satellite Launch Center
Falcon 9 Block 5,Astra 1P/SES-24,Success,"SLC-40, Cape Canaveral SFS, Florida, USA",2024-06-20 21:35:00+00:00,SpaceX,Active,69.75,7607.0,22800.0,8300.0,2.0,0.0,70.0,5.2,13.0,Geostationary Transfer Orbit,1.0,,2024,USA,June,Florida
Electron/Curie,No Time Toulouse,Success,"Rocket Lab LC-1B, Māhia Peninsula, New Zealand",2024-06-20 18:13:00+00:00,Rocket Lab,Active,7.5,224.0,320.0,,3.0,0.0,18.0,1.2,4.05,Sun-Synchronous Orbit,5.0,150.0,2024,New Zealand,June,Māhia Peninsula
Falcon 9 Block 5,Starlink Group 9-1,Success,"SLC-4E, Vandenberg SFB, California, USA",2024-06-19 03:40:00+00:00,SpaceX,Active,69.75,7607.0,22800.0,8300.0,2.0,0.0,70.0,5.2,13.0,Low Earth Orbit,20.0,,2024,USA,June,California
SpaceShipTwo,Galactic-07,Success,"VMS Eve, Spaceport America, New Mexico, USA",2024-06-08 15:26:00+00:00,Virgin Galactic,Retired,,,0.0,0.0,1.0,0.0,,,,Suborbital,,,2024,USA,June,New Mexico
Falcon 9 Block 5,Starlink Group 8-8,Success,"SLC-4E, Vandenberg SFB, California, USA",2024-06-08 12:58:00+00:00,SpaceX,Active,69.75,7607.0,22800.0,8300.0,2.0,0.0,70.0,5.2,13.0,Low Earth Orbit,20.0,,2024,USA,June,California
Falcon 9 Block 5,Starlink Group 10-1,Success,"SLC-40, Cape Canaveral SFS, Florida, USA",2024-06-08 01:56:00+00:00,SpaceX,Active,69.75,7607.0,22800.0,8300.0,2.0,0.0,70.0,5.2,13.0,Low Earth Orbit,22.0,,2024,USA,June,Florida
Starship-Super Heavy Block 1,Starship Flight 4,Success,"Orbital Launch Pad A, Starbase, Texas, USA",2024-06-06 12:50:00+00:00,SpaceX,Retired,,74400.0,,,2.0,0.0,121.3,9.0,,Suborbital,,,2024,USA,June,Texas
Ceres 1,Love On Top,Success,"Site 95A, Jiuquan Satellite Launch Center, China",2024-06-06 05:00:00+00:00,Galactic Energy,Active,4.38,588.0,400.0,0.0,4.0,0.0,19.0,1.4,2.5,Sun-Synchronous Orbit,3.0,,2024,China,June,Jiuquan Satellite Launch Center
Atlas V N22,Starliner CFT,Success,"SLC-41, Cape Canaveral SFS, Florida, USA",2024-06-05 14:52:00+00:00,ULA,Active,,7152.0,13000.0,,2.0,2.0,62.2,,,Low Earth Orbit,1.0,,2024,USA,June,Florida
Electron/Curie,PREFIRE And Ice,Success,"Rocket Lab LC-1B, Māhia Peninsula, New Zealand",2024-06-05 03:15:00+00:00,Rocket Lab,Active,7.5,224.0,320.0,,3.0,0.0,18.0,1.2,4.05,Sun-Synchronous Orbit,1.0,,2024,New Zealand,June,Māhia Peninsula
Falcon 9 Block 5,Starlink Group 8-5,Success,"SLC-40, Cape Canaveral SFS, Florida, USA",2024-06-05 02:16:00+00:00,SpaceX,Active,69.75,7607.0,22800.0,8300.0,2.0,0.0,70.0,5.2,13.0,Low Earth Orbit,20.0,,2024,USA,June,Florida
Falcon 9 Block 5,Starlink Group 6-64,Success,"SLC-40, Cape Canaveral SFS, Florida, USA",2024-06-01 02:37:00+00:00,SpaceX,Active,69.75,7607.0,22800.0,8300.0,2.0,0.0,70.0,5.2,13.0,Low Earth Orbit,23.0,,2024,USA,June,Florida
Ceres 1,Heroes,Success,"Site 95A, Jiuquan Satellite Launch Center, China",2024-05-30 23:39:00+00:00,Galactic Energy,Active,4.38,588.0,400.0,0.0,4.0,0.0,19.0,1.4,2.5,Sun-Synchronous Orbit,5.0,,2024,China,May,Jiuquan Satellite Launch Center
Long March 3B/E,Paksat MM1(R),Success,"LC-2, Xichang Satellite Launch Center, China",2024-05-30 12:12:00+00:00,CASC,Active,29.15,5986.0,11500.0,5550.0,3.0,4.0,56.3,4.2,9.56,Geostationary Transfer Orbit,1.0,5400.0,2024,China,May,Xichang Satellite Launch Center
Soyuz 2.1a,Progress MS-27,Success,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",2024-05-30 09:42:00+00:00,Roscosmos,Active,17.42,4550.0,7500.0,0.0,3.0,4.0,51.38,4.11,15.59,Low Earth Orbit,1.0,7280.0,2024,Kazakhstan,May,Baikonur Cosmodrome
Ceres 1S,Beautiful World,Success,"Site 95A, Jiuquan Satellite Launch Center, China",2024-05-29 08:12:00+00:00,Galactic Energy,Active,4.38,588.0,400.0,0.0,4.0,0.0,19.0,1.4,2.5,Low Earth Orbit,4.0,,2024,China,May,Jiuquan Satellite Launch Center
Falcon 9 Block 5,EarthCARE,Success,"SLC-4E, Vandenberg SFB, California, USA",2024-05-28 22:20:00+00:00,SpaceX,Active,69.75,7607.0,22800.0,8300.0,2.0,0.0,70.0,5.2,13.0,Sun-Synchronous Orbit,1.0,2350.0,2024,USA,May,California
Falcon 9 Block 5,Starlink Group 6-60,Success,"SLC-40, Cape Canaveral SFS, Florida, USA",2024-05-28 14:24:00+00:00,SpaceX,Active,69.75,7607.0,22800.0,8300.0,2.0,0.0,70.0,5.2,13.0,Low Earth Orbit,23.0,,2024,USA,May,Florida
Chŏllima 1,Manligyeong 1-1,Failure,"Pad 2, Sohae Satellite Launching Station, North Korea",2024-05-27 13:44:00+00:00,NADA,Active,,,,,,0.0,,,,Sun-Synchronous Orbit,1.0,,2024,North Korea,May,Sohae Satellite Launching Station
Electron/Curie,"Ready, Aim, PREFIRE",Success,"Rocket Lab LC-1B, Māhia Peninsula, New Zealand",2024-05-25 07:41:00+00:00,Rocket Lab,Active,7.5,224.0,320.0,,3.0,0.0,18.0,1.2,4.05,Sun-Synchronous Orbit,1.0,,2024,New Zealand,May,Māhia Peninsula
Falcon 9 Block 5,Starlink Group 6-63,Success,"LC-39A, Kennedy Space Center, Florida, USA",2024-05-24 02:45:00+00:00,SpaceX,Active,69.75,7607.0,22800.0,8300.0,2.0,0.0,70.0,5.2,13.0,Low Earth Orbit,23.0,,2024,USA,May,Florida
Falcon 9 Block 5,Starlink Group 6-62,Success,"SLC-40, Cape Canaveral SFS, Florida, USA",2024-05-23 02:35:00+00:00,SpaceX,Active,69.75,7607.0,22800.0,8300.0,2.0,0.0,70.0,5.2,13.0,Low Earth Orbit,23.0,,2024,USA,May,Florida
Falcon 9 Block 5,NROL-146,Success,"SLC-4E, Vandenberg SFB, California, USA",2024-05-22 08:00:00+00:00,SpaceX,Active,69.75,7607.0,22800.0,8300.0,2.0,0.0,70.0,5.2,13.0,Low Earth Orbit,21.0,,2024,USA,May,California
Kuaizhou 11,Wuhan-1 and others,Success,"Site 95A, Jiuquan Satellite Launch Center, China",2024-05-21 04:15:00+00:00,ExPace,Active,28.3,1250.0,1500.0,0.0,4.0,0.0,25.3,2.2,8.5,Sun-Synchronous Orbit,4.0,,2024,China,May,Jiuquan Satellite Launch Center
